"","AVERAGE","AVERAGE.1"
"127",-0.000289354675479303,-0.011320610551804
"128",-0.00448428784486066,-0.00358208955223875
"129",0.00937640917477658,0.00481925301204811
"130",-0.00767566020858124,-0.00297619065334469
"131",-0.00338096146846116,-0.00241687023666888
"132",0.00149876124328425,0.00534571837088367
"133",-0.00916932660728247,-0.00310395753313848
"134",0.00787826651018277,0.00609756097560972
"135",0.00192943055595955,-0.000600600600600565
"136",-0.00221162890064692,-0.00244917285210338
"137",0.0110241803686532,0.00428810877915971
"138",-0.0045860332710848,-0.000472825070279548
"139",-0.00134012950743476,-0.00471698096520115
"140",-0.00912777036235384,-0.00192174129351133
"141",-0.0119981317934965,-0.00944881889763778
"142",0.0118718133300018,0.0161290322580645
"143",-0.00122508617585553,-0.00310077519379846
"144",0.0100069174551273,0.0131249875
"145",0.0141204744077516,0
"146",-0.0109273629618801,0
"147",0.00257525623378307,0
"148",0.0021951214285068,0
"149",0.0131704676426566,0.00586509660219661
"150",-0.0771736366717228,0
"151",0.00511604027215742,0.00844445333333335
"152",-0.0325841201968374,-0.00277186342124249
"153",0.0189377719677694,0.00205479452054793
"154",-0.00904925104263001,-0.00542372881355932
"155",0.00711918218110583,-0.00627177700348431
"156",-0.0224847838883465,-0.0172661870503597
"157",0.00400752022237014,0.0135338345864661
"158",0.0274759900780603,0.00145454545454546
"159",0.0247039093165798,0.0057971014492753
"160",-0.00664020674094414,0.00714285714285712
"161",0.0186990064232791,0.00191494528638576
"162",-0.00628308916511098,0.00112666266323052
"163",-0.0124237809325579,0.00402194873817279
"164",0.00472380447804044,-0.00241980803543194
"165",0.000748889115370122,-0.00191891432163784
"166",-0.0119720115378994,-0.0152298000113872
"167",-0.00111020903628591,0.0016483241078987
"168",0.00727298523132907,-0.00328316288052428
"169",0.0102008240924084,-0.0194948972623855
"170",-0.0126372016524759,-0.0174616024035043
"171",-0.00607684707405585,0.0113010966539531
"172",0.0206392754590766,-0.00857653461755743
"173",0.000871074972289487,0.000217747644653254
"174",0.00894634478288272,-0.00127183461774774
"175",-0.00601883895399888,-0.000633933459078761
"176",-0.0397233555110979,0.0164557149294982
"177",0.0116154213952758,-0.0148514856386629
"178",-0.0323212942705015,0.0251920007739478
"179",-0.0776039891052433,-0.0197424892703863
"180",-0.0597218959654337,-0.02
"181",-0.0648692769392235,-0.0372486772486772
"182",-0.0538015577919843,-0.0574302839675938
"183",-0.0303156146737399,-0.0347159143091266
"184",-0.0966408336858917,-0.136504768874513
"185",0.0446960870081589,0.0727537828209704
"186",-0.063184308896721,-0.122447049165991
"187",0.0553901964238494,0.102380400847699
"188",0.0574750870751827,0.111879141402917
"189",0.0243108613864166,0.0459281680287116
"190",0.0162476415918617,0.0198977646244283
"191",0.0264098864802802,-0.00501392757660166
